ability_slot,ability_name,ability_text,character_id
passive,Ability 4,"Shred and Rend  Attack primary target for 350% Piercing and apply +2 Defense Down, up to a maximum of 5.
Rebound Chain to 5 targets for 350% Piercing and apply +2 Defense Down, up to a maximum of 5.

Counterattack breaks this Chain.
If any WAR DOG ally has Stealth, this attack can Chain to Stealth targets, cannot be counterattacked, and gains +500% Extra Focus. Level Required: 68  t4 confidence 24.7%",BlackPantherBC
basic,Ability 1,"Following the untimely death of her brother, T'Challa, Shuri synthesized the heart-shaped herb to become the new defender of Wakanda.",BlackPantherShuri
special,Ability 2,"Gauntlet Barrage  Attack primary and adjacent targets for 230% Piercing + apply Slow, Defense Down, and Heal Block.

In CRUCIBLE, if this character has Ability Block, apply Ability Block to the primary target. Level Required: 65  t4 confidence 39.6%",BlackPantherShuri
ultimate,Ability 3,"Acrobatic Hunter  Attack primary target for 250% Piercing + apply Ability Block for 2 turns and Heal Block for 2 turns.
Rebound Chain to 3 adjacent targets for 250% Piercing + apply Slow for 2 turns and Heal Block for 2 turns.

In CRUCIBLE:
> Clear all Charged on the primary target.
> Generate 1 Ability Energy for self and all ILLUMINATI allies.
> On DEFENSE, this attack targets the enemy CONTROLLER with the most Speed Bar, instead, ignoring Taunt and Stealth.

This attack can Chain to Stealth targets, Counterattack breaks this Chain, and this attack gains +500% Extra Focus and cannot be blocked.

If this character has 2 or more ILLUMINATI allies, this attack gains +100% Crit Chance and is Unavoidable. Level Required: 68  t4 confidence 46.0%",BlackPantherShuri
passive,Ability 4,"Panther's Fury  Apply Ability Block and Trauma to the primary target.
Attack primary and adjacent targets for 260% Piercing.
In CRUCIBLE, apply Ability Block and Trauma to all adjacent targets.

For each Charged on this character, repeat this attack 1 time, up to a maximum of 5 Bonus Attacks.

Lose all Charged. Level Required: 70  t4 confidence 44.9%",BlackPantherShuri
basic,Ability 1,A stealthy saboteur who steals enemy advantages and delivers disabling attacks.,BlackWidow
special,Ability 2,"Sabotage  Attack primary target for 300% damage. During Stealth, copy and clear all positive effects, excluding Taunt, on primary target to self.

When forced to attack an ally, this character deals less damage to INFESTATION characters. Level Required: 65  t4 confidence 29.5%",BlackWidow
ultimate,Ability 3,"Camouflage Tech  Gain Stealth for 2 turns + clear all negative effects from self.

Clear 1 negative effect from all AVENGER, SKILL MILITARY, and INFESTATION allies.

Apply Speed Up for 2 turns to self and all S.H.I.E.L.D., AVENGER, SKILL MILITARY, and INFESTATION allies.
60% chance to apply Speed Up for 2 turns to all allies.

Apply Immunity for 2 turns to self and all INFESTATION allies. Level Required: 68  t4 confidence 29.3%",BlackWidow
passive,Ability 4,"Widow's Bite  Transfer 1 positive effect, excluding Taunt, from primary target to self and all SKILL MILITARY allies.

Attack primary target for 290% damage + apply Stun. Chain to 3 adjacent targets for 220% damage + apply 2 Bleed for 2 turns.

On WAR DEFENSE, if Spider-Man (Big Time) is an ally, this attack will also have the additional effects of this character's Special - Camouflage Tech.

This attack cannot be blocked and gains +1,000% Extra Focus.
Counterattack breaks this Chain. Level Required: 70  t4 confidence 23.9%",BlackWidow
basic,Ability 1,"Named ""The Daywalker"" by the vampires he hunts and exterminates, Blade uses his martial arts mastery and half-vampire powers to make sure no one suffers at the hands of the undead ever again.",Blade
special,Ability 2,"Silver Slash  Attack primary target for 200% Piercing + reduce Speed Bar by 10%.

Repeat this attack once.

This attack has +20% Extra Crit Damage, ignores Defense Up, is Unavoidable, and cannot be blocked. Level Required: 75  t4 confidence 70.2%",Blade
ultimate,Ability 3,"Glaive Volley  Attack primary and adjacent targets for 260% Piercing + clear Speed Up + apply Slow.

Clear 1 negative effect from all allies.
Clear all negative effects from self.

This attack ignores Defense Up, is Unavoidable, and cannot be blocked. Level Required: 78  t4 confidence 63.9%",Blade
passive,Ability 4,"Dhampir's Fury  Attack primary target for 290% Piercing + reduce Speed Bar by 25% + steal 20% Health from target and redistribute to self. This bypasses Heal Block.

Attack primary and adjacent targets for 320% Piercing + reduce Speed Bar by 25% + clear Immunity + apply Disrupted for 2 turns and Blind for 2 turns.

This attack ignores Defense Up, is Unavoidable, and cannot be blocked. Level Required: 80  t4 confidence 66.1%",Blade
basic,Ability 1,"Known as the Living Bomb-Burst, Blastaar is a brutal warlord from the Negative Zone with a body built to withstand extreme punishment and a savage thirst for conquest and domination.",Blastaar
special,Ability 2,"Violent Subjugation  Attack primary target for 350% damage.

If this character does not have Silence:
 > Clear all negative effects on self.
 > Gain +1 Bomb-Burst, up to a maximum of 5.

On CRUCIBLE OFFENSE:
 > If primary target has Safeguard, reduce the duration of Safeguard by 2, Immunity by 2, and Taunt by 1.
 > If the primary target does not have Safeguard, clear all positive effects on primary target.
 > Fill Speed Bar by 30% for self.
 > This attack gains +500% Extra Focus.
 > This attack cannot be dodged. Level Required: 75  t4 confidence 67.7%",Blastaar
ultimate,Ability 3,"Concentrated Blast  Attack primary and adjacent targets for 350% Piercing + steal 10% Max Health and redistribute to self. This ignores Heal Block.

Apply Ability Block to primary target.

Gain Safeguard for 2 turns.
Heal for 40% of this character's Max Health. This amount is reduced by 5% per Bomb-Burst on this character, down to a minimum of 15% healing.

On CRUCIBLE OFFENSE:
 > Apply Trauma to primary target.
 > If this character has 3 or more Bomb-Burst, apply Ability Block to all adjacent targets.
 > Barrier self and all allies for 30% of this character's Max Health.
 > Apply Immunity for 2 turns to self and all allies. Level Required: 68  t4 confidence 60.4%",Blastaar
passive,Ability 4,"Sweeping Destruction  Attack all enemies for 250% Piercing.

This attack gains additional benefits based on the number of Bomb-Burst on this character:
 > Gain +250% Piercing per Bomb-Burst on this character, up to a maximum of 1,250% Piercing.
 > On CRUCIBLE OFFENSE, if this character has 3 or more Bomb-Burst, before this attack, reduce the duration of all positive effects on all enemies by 3.
 > On CRUCIBLE OFFENSE, if this character has 4 or more Bomb-Burst, gain +30% Drain for this attack.
 > If this character has 5 or more Bomb-Burst, gain +50% Crit Chance for this attack.
 > On CRUCIBLE OFFENSE, if this character has 5 or more Bomb-Burst, reduce the Speed Bar of all enemies by 30%.

Clear all Bomb-Burst on this character.

Enemies killed by this attack cannot be revived. Level Required: 80  t4 confidence 59.8%",Blastaar
basic,Ability 1,Blob is a mutant Protector whose immense mass absorbs damage and Deflects attacks aimed at allies.,Blob
special,Ability 2,"Assist/Counter Info Attack primary target for 255% damage + 25% Piercing + apply Slow. If the target has Disrupted, reduce the target's Speed Bar by 20%.",Blob
ultimate,Ability 3,"Heavy Handed  Attack primary target for 340% damage + apply Slow. If the target has Disrupted, reduce the target's Speed Bar by 20%. Level Required: 65  t4 confidence 10.5%",Blob
passive,Ability 4,"Meat Shield  Copy all positive effects from BROTHERHOOD allies to this character.
Attack primary target for 350% damage. Attack all adjacent targets for 320% damage. Level Required: 68  t4 confidence 5.6%",Blob
basic,Ability 1,"A brilliant scientist turned living antimatter reactor, Adam Brashear channles cosmic energy to deliver devastating blows. As one of Earth's most powerful champions, he brings unmatched resilience and can remove powerful effects from enemies in any battle.",BlueMarvel
special,Ability 2,"Antimatter Assault  Reduce the duration of Safeguard on primary target by 2.
Attack the primary target for 300% Piercing + flip 3 random positive effects. This damage reduces the Max Health of the target by the same amount.

On Defense, this attack targets the enemy with the highest Max Health instead of the primary target, ignoring Taunt and Stealth.

This attack ignores Defense Up and cannot be blocked. Level Required: 65  t4 confidence 96.8%",BlueMarvel
ultimate,Ability 3,"Cosmic Battery  Gain Offense Up for 2 turns.

Reduce the duration of Safeguard and Immunity on primary and adjacent targets by 2 + apply Slow for 2 turns to primary and adjacent targets.

Apply the opposite of all positive effects on this character to the primary target.

Attack primary and adjacent targets for 380% Piercing + deal 5% of this character's Max Health as damage.
Transfer all negative effects on the primary target to each adjacent target.

On Defense, this attack targets the enemy with the least Speed Bar instead of the primary target, ignoring Taunt and Stealth.

This attack ignores Defense Up and cannot be Blocked or Dodged. Level Required: 68  t4 confidence 97.9%",BlueMarvel
passive,Ability 4,"Dark Matter Destruction  Reduce the duration of Safeguard and Immunity on primary and adjacent targets by 2 and apply Defense Down for 2 turns.

Attack primary and adjacent targets for 400% Piercing, flip all positive effects on each target, and apply Disrupted for 2 turns and Trauma for 2 turns.
Flip Charged on each target to Bleed.

On Defense, this attack targets all enemies instead.

This attack ignores Defense Up, is Unavoidable, and cannot be Blocked. Level Required: 70  t4 confidence 98.2%",BlueMarvel
basic,Ability 1,"Brawn exercises his brilliant mind to control his Hulk persona, supporting his Gamma allies to keep them in the fight.",AmadeusCho
special,Ability 2,Assist/Counter Info Attack primary target for 205% damage + 17% Piercing + apply Offense Down.Apply Regeneration to the most injured GAMMA ally.,AmadeusCho
ultimate,Ability 3,"Calculated Strike  Attack primary target for 320% damage + apply Offense Down.

Apply 2 Regeneration to the most injured CHAMPION or GAMMA ally. Level Required: 65  t4 confidence 52.4%",AmadeusCho
passive,Ability 4,"Gamma Slamma  Attack primary and adjacent targets for 250% damage + copy and clear all positive effects, excluding Taunt, from each target.

Spread all positive effects, excluding Taunt, from self to all CHAMPION or GAMMA allies.

This attack cannot be blocked. Level Required: 68  t4 confidence 66.6%",AmadeusCho
basic,Ability 1,"The teenage best friend of Steve Rogers, Bucky Barnes, charges the front lines along with the other Invaders, unleashing multiple attacks on their foes.",BuckyBarnes
special,Ability 2,"Assist/Counter Info Attack the primary target for 216% damage + 17% Piercing + prolong all negative effects, excluding Ability Block, Stun and Trauma, by 1.If Charged, Chain to 1 adjacent target for 216% damage + 17% Piercing + prolong all negative effects, excluding Ability Block, Stun and Trauma, by 1.Lose Charged for the first attack and each subsequent attack.In RAIDS, these attacks can prolong Ability Block, Stun and TraumaThis attack cannot be counterattacked.",BuckyBarnes
ultimate,Ability 3,"Battle Rifle  Attack the primary target for 300% damage + prolong all negative effects, excluding Ability Block, Stun and Trauma, by 1.
If Charged, Chain to 1 adjacent target for 300% damage + prolong all negative effects, excluding Ability Block, Stun and Trauma, by 1.

Lose 1 Charged for the first attack and each subsequent attack.

In RAIDS, these attacks can prolong Ability Block, Stun and Trauma

This attack cannot be counterattacked. Level Required: 65  t4 confidence 25.0%",BuckyBarnes
passive,Ability 4,"Buck Shot  Apply Offense Up for 2 turns to all INVADER allies.

Attack primary target for 350% damage.
For each Charged, repeat this attack against a different adjacent target, up to a maximum of 5 adjacent targets. Repeat attacks ignore Stealth.
Lose 1 Charged for the first attack and each subsequent attack.

In RAIDS:
 > Clear Taunt on all targets.
 > Apply Disrupted for 2 turns to all targets.
 > Gain +5,000% Extra Focus for this attack.

This attack cannot be blocked. Level Required: 68  t4 confidence 33.9%",BuckyBarnes
basic,Ability 1,A ruthless mercenary who takes down single targets with focused damage and perfect accuracy.,Bullseye
special,Ability 2,Throwing Knife  Attack primary target for 270% damage. This attack cannot miss (though it can be dodged). Gain +20% Crit chance for this attack. Level Required: 65  t4 confidence 14.5%,Bullseye
